ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"17-4139X","Cotton Swatch cards - Azure Blue (P-17-4139X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"17-4139X",0.0000,0.0000,Main,Pantone,"17-4139X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6054,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","17-4139X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,17","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"16-4029X","Cotton Swatch cards - Azurine(P-16-4029X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"16-4029X",0.0000,0.0000,Main,Pantone,"16-4029X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.4484,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","16-4029X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,16","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-4308X","Cotton Swatch cards - Baby Blue (P-13-4308X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-4308X",0.0000,0.0000,Main,Pantone,"13-4308X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.4363,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-4308X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"16-3923X","Cotton Swatch cards - Baby Lavender(P-16-3923X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"16-3923X",0.0000,0.0000,Main,Pantone,"16-3923X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,45.9354,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","16-3923X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,16","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"11-0202X","Cotton Swatch cards - Baby's Breath(P-11-0202X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"11-0202X",0.0000,0.0000,Main,Pantone,"11-0202X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.2417,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","11-0202X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,11","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"14-4522X","Cotton Swatch cards - Bachelor Button (P-14-4522X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"14-4522X",0.0000,0.0000,Main,Pantone,"14-4522X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,17.2565,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","14-4522X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,14","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-3946X","Cotton Swatch cards - Baja Blue (P-18-3946X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-3946X",0.0000,0.0000,Main,Pantone,"18-3946X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6034,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-3946X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1648X","Cotton Swatch cards - Baked Apple (P-18-1648X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1648X",0.0000,0.0000,Main,Pantone,"18-1648X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.1118,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1648X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1441X","Cotton Swatch cards - Baked Clay (P-18-1441X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1441X",0.0000,0.0000,Main,Pantone,"18-1441X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.0241,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1441X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"19-4048X","Cotton Swatch cards - BALEINE BLUE (P-19-4048X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"19-4048X",0.0000,0.0000,Main,Pantone,"19-4048X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,9.4717,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","19-4048X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,19","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-4304X","Cotton Swatch cards - Ballad Blue (P-13-4304X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-4304X",0.0000,0.0000,Main,Pantone,"13-4304X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.1050,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-4304X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-2807X","Cotton Swatch cards - Ballerina (P-13-2807X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-2807X",0.0000,0.0000,Main,Pantone,"13-2807X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.4605,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-2807X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-2808X","Cotton Swatch cards - BALLET SLIPPER (P-13-2808X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-2808X",0.0000,0.0000,Main,Pantone,"13-2808X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.2758,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-2808X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"19-4820X","Cotton Swatch cards - Balsam (P-19-4820X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"19-4820X",0.0000,0.0000,Main,Pantone,"19-4820X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.3529,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","19-4820X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,19","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-5606X","Cotton Swatch cards - Balsam Green (P-18-5606X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-5606X",0.0000,0.0000,Main,Pantone,"18-5606X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.3702,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-5606X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"16-5123X","Cotton Swatch cards - Baltic (P-16-5123X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"16-5123X",0.0000,0.0000,Main,Pantone,"16-5123X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,11.8970,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","16-5123X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,16","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1421X","Cotton Swatch cards - Baltic Amber (P-18-1421X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1421X",0.0000,0.0000,Main,Pantone,"18-1421X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.2758,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1421X","","","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"14-4320X","Cotton Swatch cards - BALTIC SEA (P-14-4320X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"14-4320X",0.0000,0.0000,Main,Pantone,"14-4320X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.0913,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","14-4320X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,14","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"14-0740X","Cotton Swatch cards - Bamboo (P-14-0740X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"14-0740X",0.0000,0.0000,Main,Pantone,"14-0740X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.2404,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","14-0740X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,14","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-0947X","Cotton Swatch cards - Banana (P-13-0947X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-0947X",0.0000,0.0000,Main,Pantone,"13-0947X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.2867,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-0947X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-0941X","Cotton Swatch cards - Banana Cream (P-13-0941X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-0941X",0.0000,0.0000,Main,Pantone,"13-0941X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.2826,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-0941X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"13-0815X","Cotton Swatch cards - Banana Crepe (P-13-0815X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"13-0815X",0.0000,0.0000,Main,Pantone,"13-0815X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6034,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","13-0815X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,13","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-0230X","Cotton Swatch cards - Banana Palm (P-18-0230X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-0230X",0.0000,0.0000,Main,Pantone,"18-0230X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.2895,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-0230X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"15-4710X","Cotton Swatch cards - Barbados Beach(P-15-4710X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"15-4710X",0.0000,0.0000,Main,Pantone,"15-4710X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,10.3920,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","15-4710X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,15","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"19-1757X","Cotton Swatch cards - Barbados Cherry (P-19-1757X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"19-1757X",0.0000,0.0000,Main,Pantone,"19-1757X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6054,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","19-1757X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,19","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1760X","Cotton Swatch cards - Barberry (P-18-1760X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1760X",0.0000,0.0000,Main,Pantone,"18-1760X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.8537,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1760X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"12-4306X","Cotton Swatch cards - Barely Blue (P-12-4306X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"12-4306X",0.0000,0.0000,Main,Pantone,"12-4306X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.4603,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","12-4306X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,12","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"12-2906X","Cotton Swatch cards - Barely Pink (P-12-2906X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"12-2906X",0.0000,0.0000,Main,Pantone,"12-2906X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.4397,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","12-2906X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,12","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"19-3812X","Cotton Swatch cards - Baritone Blue(P-19-3812X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"19-3812X",0.0000,0.0000,Main,Pantone,"19-3812X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,15.3041,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","19-3812X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,19","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"16-1506X","Cotton Swatch cards - Bark (P-16-1506X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"16-1506X",0.0000,0.0000,Main,Pantone,"16-1506X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,15.3041,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","16-1506X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,16","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1531X","Cotton Swatch cards - Barn Red (P-18-1531X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1531X",0.0000,0.0000,Main,Pantone,"18-1531X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6034,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1531X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-1634X","Cotton Swatch cards - Baroque Rose (P-18-1634X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-1634X",0.0000,0.0000,Main,Pantone,"18-1634X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,16.5908,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-1634X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"17-4530X","Cotton Swatch cards - BARRIER REEF (P-17-4530X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"17-4530X",0.0000,0.0000,Main,Pantone,"17-4530X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,9.4717,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","17-4530X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,17","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"16-6216X","Cotton Swatch cards - Basil (P-16-6216X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"16-6216X",0.0000,0.0000,Main,Pantone,"16-6216X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,13.0982,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","16-6216X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,16","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"18-2527X","Cotton Swatch cards - Baton Rouge (P-18-2527X)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"18-2527X",0.0000,0.0000,Main,Pantone,"18-2527X","",7.3200000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,10.2517,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","18-2527X","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Cotton,FHI,18","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
